Country,Political province/region,County,Mining area,Mining site,Add. information on mine,Latitude,Longitude,Location precision,Tectonic/geolog. super unit,Tectonic/geolog. unit,Tectonic/geolog. subunit,Deposit type,Metals,Minerals,Sample number,Geol. period,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb,206Pb/207Pb,208Pb/207Pb,204Pb/206Pb,207Pb/206Pb,208Pb/206Pb,Model_Age_SK75,mu_SK75,kappa_SK75,Model_Age_CR75,mu_CR75,kappa_CR75,Model_Age_AJ84,mu_AJ84,kappa_AJ84,Model_Age_ADB12,mu_ADB12,kappa_ADB12,Instrument used,year,doi,Reference,Note
Iran [ایران],Isfahan Province [استان اصفهان],Najafabad County [شهرستان نجف آباد],Zagros Mountains,Kolah Darvazeh,,33.03551,51.02187,"georeferenced map from publication, latitudes probably problematic",TEMB (Tethyan Eurasian Metallogenic Belt),Sanandaj-Sirjan zone,,Mississippi-Valley-Type,Pb; Zn; Ag,galena,(Kd),Mesozoic,18.419,15.634,38.562,1.17813800001649,2.466547,0.054292,0.848797,2.093599,222.099,9.817,3.934,237.189,10.616,3.852,257.164,9.742,3.965,242.164,9.701,3.966,ICP-MS,2011,10.1016/j.oregeorev.2011.02.002,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2011, Pb isotopic compositions of some Zn–Pb deposits and occurrences from Urumieh–Dokhtar and Sanandaj–Sirjan zones in Iran, Ore Geology Reviews, 39(4), 181–7.",
Iran [ایران],Markazi Province [استان مرکزی],Arak County [شهرستان اراک],Zagros Mountains,Kohkolangeh,,34.13545,49.60486,"georeferenced map from publication, latitudes probably problematic",TEMB (Tethyan Eurasian Metallogenic Belt),Sanandaj-Sirjan zone,,Massive Sulfide,Pb; Zn; Ag,galena,(Kk),Mesozoic,18.389,15.628,38.47,1.17666992996461,2.461607,0.05438,0.849856,2.092012,232.196,9.798,3.903,254.883,10.607,3.852,268.054,9.725,3.934,256.201,9.692,3.941,ICP-MS,2011,10.1016/j.oregeorev.2011.02.002,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2011, Pb isotopic compositions of some Zn–Pb deposits and occurrences from Urumieh–Dokhtar and Sanandaj–Sirjan zones in Iran, Ore Geology Reviews, 39(4), 181–7.",
Iran [ایران],Zanjan Province [استان زنجان],Zanjan County [شهرستان زنجان],Zagros Mountains,Khalf,,37.1061,48.41328,"georeferenced map from publication, latitudes probably problematic",TEMB (Tethyan Eurasian Metallogenic Belt),Urumieh-Dokhtar zone,,Vein-type,Pb; Zn; Ag,galena,(Kl),"Precambrian, Tertiary",18.722,15.617,38.761,1.19882227699508,2.481975,0.053413,0.834152,2.070345,-44.241,9.679,3.832,59.046,10.712,3.842,-5.29,9.615,3.863,3.752,9.637,3.883,ICP-MS,2011,10.1016/j.oregeorev.2011.02.002,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2011, Pb isotopic compositions of some Zn–Pb deposits and occurrences from Urumieh–Dokhtar and Sanandaj–Sirjan zones in Iran, Ore Geology Reviews, 39(4), 181–7.",
Iran [ایران],Qazvin Province [استان قزوین],Buin Zahra County [شهرستان بوئین زهرا],Zagros Mountains,Lak,,35.69345,49.83029,"georeferenced map from publication, latitudes probably problematic",TEMB (Tethyan Eurasian Metallogenic Belt),Urumieh-Dokhtar zone,,Vein-type,Pb; Zn; Ag,galena,(La),Tertiary,18.647,15.606,38.668,1.19486161710182,2.477765,0.05298,0.836917,2.073685,-10.904,9.646,3.828,103.936,10.688,3.845,29.563,9.587,3.86,44.258,9.623,3.881,ICP-MS,2011,10.1016/j.oregeorev.2011.02.002,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2011, Pb isotopic compositions of some Zn–Pb deposits and occurrences from Urumieh–Dokhtar and Sanandaj–Sirjan zones in Iran, Ore Geology Reviews, 39(4), 181–7.",
Iran [ایران],Zanjan Province [استان زنجان],Tarom County [شهرستان طارم],Zagros Mountains,Pasar,,36.71986,48.97686,"georeferenced map from publication, latitudes probably problematic",TEMB (Tethyan Eurasian Metallogenic Belt),Urumieh-Dokhtar zone,,Vein-type,Pb; Zn; Ag,galena,(Ps),Tertiary,18.735,15.648,38.755,1.19727786903696,2.476674,0.053376,0.835228,2.068588,13.868,9.808,3.832,50.411,10.716,3.842,47.844,9.732,3.863,33.687,9.696,3.88,ICP-MS,2011,10.1016/j.oregeorev.2011.02.002,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2011, Pb isotopic compositions of some Zn–Pb deposits and occurrences from Urumieh–Dokhtar and Sanandaj–Sirjan zones in Iran, Ore Geology Reviews, 39(4), 181–7.",
Iran [ایران],Zanjan Province [استان زنجان],Mahneshan County [شهرستان ماه نشان],Zagros Mountains,Saryaghol,,36.77147,47.70477,"georeferenced map from publication, latitudes probably problematic",TEMB (Tethyan Eurasian Metallogenic Belt),Urumieh-Dokhtar zone,,"Mississippi-Valley-Type (?), Vein-type (?)",Pb; Zn; Ag,galena,(Sa),Tertiary,18.667,15.652,38.736,1.19262717878078,2.474827,0.05437,0.838485,2.075106,73.756,9.839,3.868,90.714,10.695,3.844,106.907,9.76,3.899,87.573,9.71,3.91,ICP-MS,2011,10.1016/j.oregeorev.2011.02.002,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2011, Pb isotopic compositions of some Zn–Pb deposits and occurrences from Urumieh–Dokhtar and Sanandaj–Sirjan zones in Iran, Ore Geology Reviews, 39(4), 181–7.",
Iran [ایران],Markazi Province [استان مرکزی],,Zagros Mountains,Saleh Peighambar,,34.05545,50.28116,"georeferenced map from publication, latitudes probably problematic",TEMB (Tethyan Eurasian Metallogenic Belt),Sanandaj-Sirjan zone,,"Mississippi-Valley-Type (?), Exhalative (?)",Pb; Zn; Ag,galena,(Sp),"Tertiary, Mesozoic",18.471,15.652,38.65,1.1801053125981,2.4693329999999998,0.054139,0.847382,2.092469,220.331,9.884,3.953,206.207,10.633,3.85,252.88,9.801,3.983,226.998,9.731,3.98,ICP-MS,2011,10.1016/j.oregeorev.2011.02.002,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2011, Pb isotopic compositions of some Zn–Pb deposits and occurrences from Urumieh–Dokhtar and Sanandaj–Sirjan zones in Iran, Ore Geology Reviews, 39(4), 181–7.",
Iran [ایران],East Azerbaijan Province [استان آذربایجان شرقی],Varzaqan County [شهرستان ورزقان],Zagros Mountains,Sungun,,38.68169,46.54539,"georeferenced map from publication, latitudes probably problematic",TEMB (Tethyan Eurasian Metallogenic Belt),Urumieh-Dokhtar zone,,Vein-type (for Pb and Zn mineralization),Pb; Zn; Ag,galena,(Su),"Tertiary, Mesozoic",18.831,15.654,38.933,1.20295107958845,2.487096,0.053104,0.831289,2.067495,-45.8,9.815,3.863,-7.127,10.747,3.839,-12.502,9.737,3.894,,,,ICP-MS,2011,10.1016/j.oregeorev.2011.02.002,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2011, Pb isotopic compositions of some Zn–Pb deposits and occurrences from Urumieh–Dokhtar and Sanandaj–Sirjan zones in Iran, Ore Geology Reviews, 39(4), 181–7.",
Iran [ایران],Isfahan Province [استان اصفهان],Shahin Shahr and Meymeh County [شهرستان شاهین شهر و میمه],Zagros Mountains,Tapeh Sorkh,,33.02201,51.29561,"georeferenced map from publication, latitudes probably problematic",TEMB (Tethyan Eurasian Metallogenic Belt),Sanandaj-Sirjan zone,,Mississippi-Valley-Type (?),,galena,(Tp),Mesozoic,18.45,15.651,38.627,1.17883797225723,2.468021,0.054201,0.848293,2.093604,233.897,9.884,3.954,218.526,10.626,3.851,266.528,9.802,3.984,240.624,9.731,3.981,ICP-MS,2011,10.1016/j.oregeorev.2011.02.002,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2011, Pb isotopic compositions of some Zn–Pb deposits and occurrences from Urumieh–Dokhtar and Sanandaj–Sirjan zones in Iran, Ore Geology Reviews, 39(4), 181–7.",
Iran [ایران],Kerman Province [استان کرمان],Ravar County [شهرستان راور],Central Iran,Geijerkuh,,31.8911,56.9736,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Central Iran-zone,,Mississippi-Valley-Type (?),Pb; Ag,galena; sphalerite,5,,18.514,15.704,38.696,1.17896722471115,2.464086,0.05326,0.8482,2.09,293.383,10.103,3.968,179.364,10.647,3.849,318.65,9.997,3.996,258.675,9.828,3.987,ICP-MS,2015,10.1080/00206814.2015.1013510,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2015, Origin and formational history of some Pb-Zn deposits from Alborz and Central Iran: Pb isotope constraints, International Geology Review, 57(4), 463–71.",
Iran [ایران],Semnan Province [استان سمنان],Shahrud County [شهرستان شاهرود],Central Iran,Qullehkaftaran,,35.5125,54.904722,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Central Iran-zone,,Vein-type,polymetallic; Pb; Ag,galena; sphalerite; quartz; barite,9,Mesozoic,18.461,15.586,38.5,1.1844608215894,2.470166,0.054168,0.844266,2.085477,88.49,9.599,3.855,214.185,10.628,3.85,131.384,9.545,3.887,153.704,9.602,3.905,ICP-MS,2015,10.1080/00206814.2015.1013510,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2015, Origin and formational history of some Pb-Zn deposits from Alborz and Central Iran: Pb isotope constraints, International Geology Review, 57(4), 463–71.",
Iran [ایران],,Behabad County [شهرستان بهاباد],Central Iran,Kamarmehdi,,32.035,56.5039,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Central Iran-zone,,Epithermal,Pb; Ag; polymetallic,galena; fluorite; calcite,12,Tertiary,19.081,15.722,38.91,1.21365114811399,2.47488,0.05241,0.82396,2.0392,-85.372,10.057,3.724,-159.912,10.829,3.832,-62.103,9.953,3.754,,,,ICP-MS,2015,10.1080/00206814.2015.1013510,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2015, Origin and formational history of some Pb-Zn deposits from Alborz and Central Iran: Pb isotope constraints, International Geology Review, 57(4), 463–71.",
Iran [ایران],Isfahan Province [استان اصفهان],Nain County [شهرستان نائین],Central Iran,Nakhlak,,33.55806,53.84194,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Central Iran zone,,Mississippi-Valley-Type,Pb; Ag,galena; cerussite; pyrite; chalcopyrite; magnetite; wulfenite; covellite; plattnerite; anglesite; smithsonite; barite; calcite; dolomite; quartz,10a,Mesozoic,18.511,15.637,38.642,1.18379619764661,2.47119,0.05402,0.84474,2.08752,159.333,9.809,3.916,183.23,10.645,3.849,194.281,9.733,3.947,180.508,9.697,3.951,ICP-MS,2015,10.1080/00206814.2015.1013510,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2015, Origin and formational history of some Pb-Zn deposits from Alborz and Central Iran: Pb isotope constraints, International Geology Review, 57(4), 463–71.",
Iran [ایران],Isfahan Province [استان اصفهان],Nain County [شهرستان نائین],Central Iran,Nakhlak,,33.55806,53.84194,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Central Iran zone,,Mississippi-Valley-Type,Pb; Ag,galena; cerussite; pyrite; chalcopyrite; magnetite; wulfenite; covellite; plattnerite; anglesite; smithsonite; barite; calcite; dolomite; quartz,10b,Mesozoic,18.516,15.638,38.641,1.18403447908403,2.47097,0.05401,0.84457,2.0869,157.672,9.812,3.913,180.262,10.647,3.849,192.485,9.736,3.943,178.168,9.698,3.948,ICP-MS,2015,10.1080/00206814.2015.1013510,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2015, Origin and formational history of some Pb-Zn deposits from Alborz and Central Iran: Pb isotope constraints, International Geology Review, 57(4), 463–71.",
Iran [ایران],Zanjan Province [استان زنجان],Tarom County [شهرستان طارم],Northern Iran - Caspian Sea,Balakuh,,37.173889,48.801389,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Alborz-zone,,Mississippi-Valley-Type (?),polymetallic; Pb; Ag,galena; cerussite; calcite,1,Mesozoic,18.505,15.618,38.593,1.18485096944506,2.471059,0.054039,0.843988,2.085544,123.728,9.727,3.887,187.353,10.643,3.849,161.621,9.66,3.918,161.559,9.66,3.928,ICP-MS,2015,10.1080/00206814.2015.1013510,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2015, Origin and formational history of some Pb-Zn deposits from Alborz and Central Iran: Pb isotope constraints, International Geology Review, 57(4), 463–71.",
Iran [ایران],,Rudbar County [شهرستان رودبار],Northern Iran - Caspian Sea,Marjanabad,,36.786667,49.491667,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Alborz-zone,,Mississippi-Valley-Type (?),polymetallic; Pb; Ag,galena; sphalerite; smithsonite; hemimorphite; cerussite; quartz; calcite,2,Tertiary,18.992,15.689,39.113,1.21052918283228,2.493021,0.052654,0.826085,2.059446,-90.675,9.933,3.864,-105.052,10.8,3.834,-62.514,9.843,3.894,,,,ICP-MS,2015,10.1080/00206814.2015.1013510,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2015, Origin and formational history of some Pb-Zn deposits from Alborz and Central Iran: Pb isotope constraints, International Geology Review, 57(4), 463–71.",
Iran [ایران],Mazandaran Province [استان مازندران],Nowshahr County [شهرستان نوشهر],Northern Iran - Caspian Sea,Duna,,36.340278,51.353611,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Alborz-zone,,"Sedimentary exhalative, epithermal to mesothermal vein",polymetallic; Pb; Ag,galena; barite; quartz,3,Tertiary,18.681,15.644,38.748,1.19413251049642,2.47686,0.05353,0.837428,2.074193,46.079,9.802,3.862,82.642,10.699,3.844,80.519,9.726,3.893,67.547,9.694,3.905,ICP-MS,2015,10.1080/00206814.2015.1013510,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2015, Origin and formational history of some Pb-Zn deposits from Alborz and Central Iran: Pb isotope constraints, International Geology Review, 57(4), 463–71.",
Iran [ایران],Mazandaran Province [استان مازندران],Amol County [شهرستان آمل],Northern Iran - Caspian Sea,Nemar,,36.090556,52.063056,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Alborz-zone,,Skarn,polymetallic; Pb; Ag,galena; sphalerite; calcite; quartz; calc. silicate minerals,4,Tertiary,18.77,15.635,39.007,1.20051189827342,2.494851,0.053277,0.832978,2.078157,-41.163,9.746,3.932,29.902,10.727,3.841,-4.997,9.676,3.962,,,,ICP-MS,2015,10.1080/00206814.2015.1013510,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2015, Origin and formational history of some Pb-Zn deposits from Alborz and Central Iran: Pb isotope constraints, International Geology Review, 57(4), 463–71.",
Iran [ایران],Mazandaran Province [استان مازندران],Behshahr County [شهرستان بهشهر],Northern Iran - Caspian Sea,Erambozorg,,36.846111,53.281111,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Alborz-zone,,Mississippi-Valley-Type,polymetallic; Pb; Ag,galena; calcite; barite,5,Mesozoic,18.505,15.629,38.583,1.18401625417514,2.46868,0.054039,0.844583,2.085004,147.037,9.775,3.886,187.005,10.643,3.849,183.199,9.703,3.917,175.027,9.682,3.926,ICP-MS,2015,10.1080/00206814.2015.1013510,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2015, Origin and formational history of some Pb-Zn deposits from Alborz and Central Iran: Pb isotope constraints, International Geology Review, 57(4), 463–71.",
Iran [ایران],Semnan Province [استان سمنان],Mehdishahr County [شهرستان مهدی شهر],Northern Iran - Caspian Sea,Asaran,,35.846111,53.281111,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Alborz-zone,,Mississippi-Valley-Type,polymetallic; Pb; Ag,galena; sphalerite; calcite; barite,6,Mesozoic,18.535,15.661,38.671,1.18351318788745,2.469255,0.053952,0.844942,2.086377,191.257,9.908,3.924,168.378,10.653,3.848,222.668,9.822,3.954,192.591,9.741,3.955,ICP-MS,2015,10.1080/00206814.2015.1013510,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2015, Origin and formational history of some Pb-Zn deposits from Alborz and Central Iran: Pb isotope constraints, International Geology Review, 57(4), 463–71.",
Iran [ایران],Mazandaran Province [استان مازندران],Sari County [شهرستان ساری],Northern Iran - Caspian Sea,Pachimiana,,36.075556,53.2725,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Alborz-zone,,Mississippi-Valley-Type,Pb; Ag,galena; fluorite; barite; calcite,7,Mesozoic,18.598,15.655,38.632,1.18799130865559,2.46771,0.053769,0.841757,2.077213,131.837,9.867,3.86,131.451,10.673,3.846,164.327,9.785,3.891,140.565,9.723,3.903,ICP-MS,2015,10.1080/00206814.2015.1013510,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2015, Origin and formational history of some Pb-Zn deposits from Alborz and Central Iran: Pb isotope constraints, International Geology Review, 57(4), 463–71.",
Iran [ایران],Semnan Province [استان سمنان],Damghan County [شهرستان دامغان],Northern Iran - Caspian Sea,Ahvano,,36.218611,54.181667,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Alborz-zone,,Mississippi-Valley-Type (?),polymetallic; Pb; Ag,galena; sphalerite; calcite,8,Mesozoic,18.404,15.639,38.538,1.17680147712121,2.464224,0.054336,0.849761,2.094001,243.594,9.843,3.933,245.776,10.611,3.852,277.85,9.765,3.964,258.746,9.712,3.965,ICP-MS,2015,10.1080/00206814.2015.1013510,"Mirnejad, H., Simonetti, A., and Molasalehi, F., 2015, Origin and formational history of some Pb-Zn deposits from Alborz and Central Iran: Pb isotope constraints, International Geology Review, 57(4), 463–71.",
Iran [ایران],Isfahan Province [استان اصفهان],Nain County [شهرستان نائین],Central Iran,Nakhlak,,33.55806,53.84194,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Central Iran,,Mississippi-Valley-Type,Pb,galena,1,Mesozoic,18.511,15.637,38.642,1.18385225523855,2.47119,0.052879,0.8447,2.087,159.333,9.809,3.916,183.23,10.645,3.849,194.281,9.733,3.947,180.508,9.697,3.951,ICP-MS,2010,,"Molasalehi, F., and Mirnejad, H., 2010, Comparing Pb isotopic composition of Kuhe Surmeh deposit with some of the Pb-Zn deposits from Central Iran and evaluating the role of Neo-Tethys in Pb remobilization in Central Iran, Journal of Science, 36(1), 11–7.",
Iran [ایران],Semnan Province [استان سمنان],Semnan County [شهرستان سمنان],Central Iran,Nakhlak,,34.55806,53.84194,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Central Iran,,Mississippi-Valley-Type,Pb,galena,2,Mesozoic,18.516,15.638,38.641,1.1839924224485,2.470968,0.054007,0.8446,2.087,157.672,9.812,3.913,180.262,10.647,3.849,192.485,9.736,3.943,178.168,9.698,3.948,ICP-MS,2010,,"Molasalehi, F., and Mirnejad, H., 2010, Comparing Pb isotopic composition of Kuhe Surmeh deposit with some of the Pb-Zn deposits from Central Iran and evaluating the role of Neo-Tethys in Pb remobilization in Central Iran, Journal of Science, 36(1), 11–7.",
Iran [ایران],South Khorasan Province [استان خراسان جنوبی],Tabas County [شهرستان طبس],Central Iran,Chahsorb,,34.0542,56.6506,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Central Iran zone,,Mississippi-Valley-Type,polymetallic; Pb; Ag,galena,3,,18.427,15.647,38.575,1.17771758332352,2.46533,0.05427,0.8491,2.093,242.826,9.872,3.941,232.094,10.619,3.851,275.971,9.791,3.971,252.067,9.726,3.97,ICP-MS,2010,,"Molasalehi, F., and Mirnejad, H., 2010, Comparing Pb isotopic composition of Kuhe Surmeh deposit with some of the Pb-Zn deposits from Central Iran and evaluating the role of Neo-Tethys in Pb remobilization in Central Iran, Journal of Science, 36(1), 11–7.",
Iran [ایران],Khuzestan Province [استان خوزستان],Baghmalek County [شهرستان باغ ملک],Central Iran,Mehdiabad,,31.4842,50.025,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Central Iran zone,,Mississippi-Valley-/Irish-Type,Pb; Ag; polymetallic,galena; sphalerite,4,,18.499,15.658,38.634,1.18147448015123,2.467365,0.054057,0.8464,2.088,211.828,9.903,3.928,189.609,10.642,3.849,243.578,9.818,3.958,214.427,9.739,3.958,ICP-MS,2010,,"Molasalehi, F., and Mirnejad, H., 2010, Comparing Pb isotopic composition of Kuhe Surmeh deposit with some of the Pb-Zn deposits from Central Iran and evaluating the role of Neo-Tethys in Pb remobilization in Central Iran, Journal of Science, 36(1), 11–7.",
Iran [ایران],Lorestan Province [استان لرستان],Dorud County [شهرستان دورود],Zagros Mountains,Deh Hosein,Ahmad Jigi I,33.67583,48.99889,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Sanandaj-Sirjan zone,,Intrusion-related polymetallic system,Cu; polymetallic; Fe; As,Cu ore; arsenopyrite,DHN-10A,,18.437,15.649326,38.625515,1.17813383600377,2.46819,0.054239,0.8488,2.095,240.14,9.88,3.962,226.178,10.622,3.851,272.975,9.798,3.992,247.792,9.729,3.987,ICP-MS,2009,10.22520/tubaar.2009.0018,"Nezafati, N., Pernicka, E., and Momenzadeh, M., 2009, Introduction of the Deh Hosein ancient tin-copper mine, Western Iran: Evidence from Geology, Archaeology, Geochemistry and Lead Isotope Data, Turkish Academy of Sciences Journal of Archaeology (TUBA-AR), 12, 223–36.; Nezafati, N., Pernicka, E., and Momenzadeh, M., 2011, Early Tin-Copper Ore from Iran, a possible Clue for the Enigma of Bronze Age Tin, In Anatolian Metal V (ed. Ü. Yalçin), Vol. 24, 211–30, Der Anschnitt, Beiheft, Bochum.",
Iran [ایران],Lorestan Province [استان لرستان],Dorud County [شهرستان دورود],Zagros Mountains,Deh Hosein,Ahmad Jigi I,33.67583,48.99889,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),Sanandaj-Sirjan zone,,Intrusion-related polymetallic system,Cu; polymetallic; Fe,Cu ore; pyrite,DHN-10B,,18.528,15.659866,38.832835,1.18315191670611,2.479768,0.053972,0.8452,2.0959,194.122,9.904,4.014,172.527,10.651,3.848,225.681,9.819,4.043,196.174,9.74,4.03,ICP-MS,2009,10.22520/tubaar.2009.0018,"Nezafati, N., Pernicka, E., and Momenzadeh, M., 2009, Introduction of the Deh Hosein ancient tin-copper mine, Western Iran: Evidence from Geology, Archaeology, Geochemistry and Lead Isotope Data, Turkish Academy of Sciences Journal of Archaeology (TUBA-AR), 12, 223–36.; Nezafati, N., Pernicka, E., and Momenzadeh, M., 2011, Early Tin-Copper Ore from Iran, a possible Clue for the Enigma of Bronze Age Tin, In Anatolian Metal V (ed. Ü. Yalçin), Vol. 24, 211–30, Der Anschnitt, Beiheft, Bochum.",
